"formguid","versionguid","versionnbr","FormName","visitguid","visitcode","siteguid","siteid","participantguid","pid","labelid","labelguid","bid","sampletypedescription","sampletypeguid","samplenumber","timePoint","aliquotdescription","aliquotguid","volume","partialamt","hemolyzed","comments","t_collection","t_edtaspin","t_freeze","techid"
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014401,"34B5C6AD-7939-4A4C-A1E0-B79416DA4E28",90589,"Testes","43E9CFD0-5C27-40AD-80A5-3F54975DFE60",1,1,"20 mL Testes (left)","158F9EBC-E556-42EE-A324-D2EB4E22D99F","Full",,,,"11:52:17",,"11:53:10",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589017901,"D0738E43-99D6-4943-992B-78ED1E702DF8",90589,"Soleus (Histology)","E3DEB9EF-0A07-4425-81F1-6EE878784901",1,1,"Soleus Histology","30593C11-C4A3-4F7E-AC61-AA4883B48DF5","Full",,,,"11:55:30",,"11:56:00",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014001,"E524F690-C96A-4562-896A-5CD64A469E13",90589,"Kidney","3B1E6B2F-484A-4D39-809A-C582AE5AF46F",1,1,"5 mL Kidney","9F222267-E8B4-4709-AF70-F8426CA0ECD1","Full",,,,"11:49:36",,"11:50:29",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014901,"2A44D615-F28E-4641-A95D-43132AA9186B",90589,"Lung","7580AA45-396D-4FDD-A9AB-4458FD78B6B4",1,1,"5 mL Lung","43A1CCB3-D84C-4905-AAAD-51EC857B0248","Full",,,,"11:48:16",,"11:49:36",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589013701,"DFEACBCF-7E05-441C-8D03-E9210D8FA091",90589,"Vastus Lateralis","95CE24D4-DB55-41D8-A170-BB7E68D6F507",1,1,"5 mL Vastus Lateralis","E064F4A9-480A-4DB1-BF1E-BE1D79B1B38A","Full",,,,"11:55:47",,"11:56:00",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589013201,"62C656E8-37C2-4E27-925E-BE07D56E12CB",90589,"Packed Cells","5750E1F5-4FD0-4202-AE9D-2118D7A931E0",1,1,"2mL Packed Cells","4B60D8DF-92BF-42D4-ACBE-A2DE9DFE650B","Partial",,0,,,"12:03:54","12:22:40",1423
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589015001,"9B9C00DA-B6B6-4A89-AAF6-7CD3DB80E9C8",90589,"Small Intestine","D87755DB-E979-43D6-A23B-6BBB8FB4B0AF",1,1,"5 mL Small Intestine","FB751ED9-6BAB-453A-BB06-4D535A0BC23F","Full",,,,"11:51:42",,"11:52:45",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014101,"B438F400-3B7F-4679-A561-DD022D1ED6C2",90589,"Adrenals","E1894C8D-5EC7-4F01-847A-8448041B5A5B",1,1,"2 mL Adrenals (both)","78410E9D-4A55-4111-BA2B-EA4B4BB0B9E3","Full",,,,"11:49:36",,"11:51:14",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589013101,"401CCDF4-6C14-4A94-90B7-F4D371DB76ED",90589,"EDTA Plasma","7EAA5258-B395-4E5C-BCAF-1C7418528E03",1,1,"0.5 mL Plasma","4D18F1E7-6B08-498F-9BFD-B1A797598AC3","Full",,0,,,"12:03:54","12:22:40",1423
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589017601,"643637B6-FD4C-48B1-84BE-FED2502CF057",90589,"Medial Gastrocnemius (Histology)","2853ECD3-50AD-4F66-B62C-B988C2F2DDC5",1,1,"Medial Gastrocnemius (Histology)","443EA59B-BA30-4CBF-9314-8DE91B20F413","Full",,,,"11:55:30",,"11:57:44",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014701,"6CD856A7-B0DF-479D-905E-D753578B29F6",90589,"White Adipose","0CE0895F-D7D9-4BD5-B438-554D16D07BC6",1,1,"20 mL White Adipose","BB5ACA13-E2C9-4370-8919-BF25ED6747D3","Full",,,,"11:46:47",,"11:47:02",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014301,"A4130CDA-BAA4-4C66-A42E-3928C7194F42",90589,"Spleen","5E6BE501-E482-4240-9584-E82EBC3415A2",1,1,"5 mL Spleen","446FB5D5-BDAA-4A11-BE4B-49ED8BB4A944","Full",,,,"11:49:59",,"11:50:44",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589014601,"7D7262C1-2106-44A8-BAFC-55F1D9888FDD",90589,"Brown Adipose","29154536-3C7D-4046-91D7-AD0FFF25BA8E",1,1,"5 mL Brown Adipose","B6704419-3547-484C-BFC0-A97925AA110D","Full",,,,"11:50:35",,"11:51:28",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589013601,"EA1907F6-49C6-4A04-9CB6-FB7A1C06E515",90589,"Gastrocnemius","8F7D3AFC-68CE-471F-82EF-ED47EDC5CBDD",1,1,"20 mL Gastrocnemius","E174CEDA-C679-4A95-BF68-04BA7507E174","Full",,,,"11:44:58",,"11:45:39",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589013001,"A8C1A0E5-8943-4D15-89B4-9735059C8787",90589,"PaxGene RNA","A4C0AECE-8A77-4D25-9560-39CBF33B3844",1,1,"1.1mL PaxGene RNA","72F09E50-0813-4767-B3DF-9BEF193D1AF1","Full",,,,"11:44:26",,"14:22:00",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589015101,"106ED3D1-18D1-4F3E-8073-D54D94721DDD",90589,"Liver","7421D3D2-ECEA-4036-BADD-89327FBBA0B3",1,1,"20 mL Liver","CD21DC1F-0574-40E5-8CD9-9ED2009942C6","Full",,,,"11:47:40",,"11:47:50",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589017801,"09372FB3-896B-4BC6-B221-8E335568B8A8",90589,"Plantaris (Histology)","91E662B1-6B82-4954-AEBC-F57EBC852982",1,1,"Plantaris (Histology)","72153F86-5059-4CA1-B1B3-11B8B8991D4B","Full",,,,"11:55:30",,"11:56:47",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"368506A7-921A-40D5-9A2F-7E2A0B719A3A",10973699,90589017501,"C4D3314B-6BFF-4FCF-8BA9-5BA5C4C77C4E",90589,"Femur (70% Ethanol)","F1D4F799-A5A5-4D50-9BC3-523D558AC851",1,1,"50 mL Femur","38DC03DE-C4F1-44DE-87CA-202AECEB8255","Full",,,,"11:57:34",,"11:58:48",1457
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590017501,"3C430FB8-359E-4126-9E13-30AF086B4A23",90590,"Femur (70% Ethanol)","F1D4F799-A5A5-4D50-9BC3-523D558AC851",1,1,"50 mL Femur","38DC03DE-C4F1-44DE-87CA-202AECEB8255","Full",,,,"12:21:35",,"12:23:58",1457
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590017901,"97FBB402-E9A8-4168-BB8E-7AB5F0219E9F",90590,"Soleus (Histology)","E3DEB9EF-0A07-4425-81F1-6EE878784901",1,1,"Soleus Histology","30593C11-C4A3-4F7E-AC61-AA4883B48DF5","Full",,,,"12:20:16",,"12:21:32",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590017601,"F5B46C7C-ADC6-445C-987D-E8B8F0713E23",90590,"Medial Gastrocnemius (Histology)","2853ECD3-50AD-4F66-B62C-B988C2F2DDC5",1,1,"Medial Gastrocnemius (Histology)","443EA59B-BA30-4CBF-9314-8DE91B20F413","Full",,,,"12:20:16",,"12:22:47",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590017801,"A8D1BCD7-2C97-4644-A44D-2AD3D5BA3DB5",90590,"Plantaris (Histology)","91E662B1-6B82-4954-AEBC-F57EBC852982",1,1,"Plantaris (Histology)","72153F86-5059-4CA1-B1B3-11B8B8991D4B","Full",,,,"12:20:16",,"12:21:32",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590017701,"142DDB44-9A8D-43B8-A052-FE5A40CA176A",90590,"Lateral Gastrocnemius (Histology)","50227C61-B3A1-41C3-A930-105CE50DE3D1",1,1,"Lateral Gastronemius (Histology)","91EB3C78-C228-475D-B9B7-DFEB642CEF78","Full",,,,"12:20:16",,"12:23:46",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590015001,"4A264426-F8D0-4D12-BEAA-AFCDC0B99E1F",90590,"Small Intestine","D87755DB-E979-43D6-A23B-6BBB8FB4B0AF",1,1,"5 mL Small Intestine","FB751ED9-6BAB-453A-BB06-4D535A0BC23F","Full",,,,"12:15:41",,"12:16:50",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590013102,"9878A221-40A2-43AA-B593-074EDB3F3C5A",90590,"EDTA Plasma","7EAA5258-B395-4E5C-BCAF-1C7418528E03",2,1,"0.5 mL Plasma","4D18F1E7-6B08-498F-9BFD-B1A797598AC3","Full",,0,,,"12:27:25","12:48:51",1423
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590013501,"42361E86-4F44-4FF9-A009-40A080E468F4",90590,"Hypothalamus","5AC88BA6-D57E-4E50-A103-18E658CD98F4",1,1,"2 mL Hypothalamus","4BD58812-2B79-424F-9737-A28DE479EA34","Full",,,,"12:15:20",,"12:15:30",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590014901,"5C0DDB74-EC45-40A1-9D9F-0E847AA24BE1",90590,"Lung","7580AA45-396D-4FDD-A9AB-4458FD78B6B4",1,1,"5 mL Lung","43A1CCB3-D84C-4905-AAAD-51EC857B0248","Full",,,,"12:12:36",,"12:13:22",1332
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590014401,"134420E4-2EBE-4D5D-8417-4A1F19953020",90590,"Testes","43E9CFD0-5C27-40AD-80A5-3F54975DFE60",1,1,"20 mL Testes (left)","158F9EBC-E556-42EE-A324-D2EB4E22D99F","Full",,,,"12:17:00",,"12:17:23",1333
"86568B5B-88B4-47BD-B8FB-343504B18677","080C8C4B-2DC6-40C7-B813-3EF458647010",1,"Animal Sample Processing","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","Post-Training","E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E045B0FC-23D0-4DA6-8B94-980A94414C9B",10984461,90590013201,"A6E0B60A-D280-45E5-A8E1-1A489960CED1",90590,"Packed Cells","5750E1F5-4FD0-4202-AE9D-2118D7A931E0",1,1,"2mL Packed Cells","4B60D8DF-92BF-42D4-ACBE-A2DE9DFE650B","Partial",,0,,,"12:27:25","12:48:51",1423
