"participantGUID","visitGUID","d_visit","days_visit","staffID","siteGUID","siteID","pid","visitcode","formGUID","FormName","versionGUID","versionNbr","anesthesiaid","t_anesthesia","anesthesiacomments","bloodtype","bloodtube","bloodcomplete","bloodtechid","t_bloodstart","t_bloodstop","t_edtafill","bloodcomments","uterustype","uterustechid","uteruscomplete","t_uterusstart","t_uterusstop","uterusweight","uteruscomments","t_death","deathtype"
"4074DBEB-5007-4361-9E28-3A5599A973DD","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24APR2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11188383,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:16:40",,"EDTA","Draw",1,1333,"12:19:23","12:19:55","12:20:15",,"UTERUS",,3,,,,,"12:25:12",2
"93BA202A-BE04-472B-994B-33D081C2C147","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","26APR2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11209488,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:26:11",,"EDTA","Draw",1,1333,"12:29:14","12:29:35","12:29:49",,"UTERUS",,3,,,,,"12:34:27",2
"6EDD23CE-FC37-42FD-9F0C-92CDFF085187","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","26APR2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11215968,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:46:52","398 g","EDTA","Draw",1,1333,"12:49:27","12:49:38","12:49:53","Rat had  a tumor on the right side, close to the leg. (Seems to be fatty tumor).","UTERUS",,3,,,,,"12:53:49",2
"9B24331E-DADF-47FE-9C2B-8358B13DBF91","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","26APR2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11222662,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:06:48","379.5 g","EDTA","Draw",2,1333,"13:09:19","13:10:03","13:10:15",,"UTERUS",,3,,,,,"13:14:47",2
"08903E19-2FAE-4360-8328-DF9EE8B35919","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24APR2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11236612,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:36:50",,"EDTA","Draw",1,1333,"12:39:41","12:39:55","12:40:10",,"UTERUS",,3,,,,,"12:44:36",2
"C1A64BBB-6938-440E-8D31-31B02F6EDC01","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23APR2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11246251,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:43:32",,"EDTA","Draw",2,1333,"11:45:50","11:46:35","11:46:48","369 g","UTERUS",,3,,,,,"11:53:30",2
"86E71699-63CB-484D-978E-B4AC20B71E97","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23APR2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11266953,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:07:54","366g","EDTA","Draw",1,1333,"12:11:26","12:12:00","12:12:14",,"UTERUS",,3,,,,,"12:17:40",2
"23503A7E-8CC0-4A2B-BF15-FF225690810A","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24APR2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11267682,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:56:57",,"EDTA","Draw",2,1333,"13:00:40","13:01:08","13:01:27",,"UTERUS",,3,,,,,"13:05:59",2
"BA639E49-AB8D-4CB1-BE57-F324C09E1E77","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23APR2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11322888,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:35:57",,"EDTA","Draw",1,1333,"12:38:44","12:39:17","12:39:31",,"UTERUS",,3,,,,,"12:45:00",2
"677B3789-C3C0-414E-B630-C57619B921BA","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23APR2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11362324,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:59:02","385 g","EDTA","Draw",1,1333,"13:03:07","13:03:21","13:03:38",,"UTERUS",,3,,,,,"13:08:47",2
"B65408FE-D1D7-4D8A-8B4D-CBB8AD0E8F62","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","20MAY2019",90,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11372044,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:46:00",,"EDTA","Draw",2,1333,"11:49:01","11:49:28","11:49:49",,"UTERUS",1457,1,"12:04:14","12:04:25",979.00000,"Had a tumor in the uterus. The tumor was removed before weighing","11:54:47",2
"E7D89B2C-1FC1-4A15-BD7A-680FEAAF4A31","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","20MAY2019",90,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11373016,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:08:30","230 g","EDTA","Draw",2,1333,"12:11:45","12:12:29","12:13:00",,"UTERUS",1457,1,"12:26:00","12:26:12",723.00000,,"12:17:18",2
"48C1C557-65AB-4477-850B-8A544454ABAA","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","20MAY2019",90,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11394870,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:28:58","233.5g","EDTA","Draw",1,1333,"12:31:44","12:31:56","12:32:13",,"UTERUS",1457,1,"12:46:27","12:47:05",446.00000,,"12:37:01",2
"EA89FFDA-1A2D-4D4B-9AE8-2DBF3CE26D57","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24MAY2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11403969,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:45:14","224.4 g","EDTA","Draw",4,,,,,"No blood!","UTERUS",1457,1,"12:02:46","12:03:10",776.00000,,"11:54:53",2
"867D0063-EF1F-423A-B838-06DC71CE47B6","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24MAY2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11404345,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:06:44","232.5 g","EDTA","Draw",1,1333,"12:09:07","12:09:19","12:09:40",,"UTERUS",1457,1,"12:21:05","12:21:34",721.00000,,"12:13:27",2
"639BE16D-F629-42F5-80B8-D11A3E01DA42","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","21MAY2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11422408,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:43:28","235.5 g","EDTA","Draw",1,1333,"11:45:47","11:46:04","11:46:20",,"UTERUS",1457,1,"11:59:42","11:59:58",434.00000,,"11:51:19",2
"F65DBB7B-00EB-4B6E-80E4-2BB0440DAC80","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","21MAY2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11435496,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:02:56","234 g","EDTA","Draw",1,1333,"12:05:45","12:06:04","12:06:24",,"UTERUS",1457,1,"12:18:30","12:19:05",437.00000,,"12:10:44",2
"BD0870FF-07C3-4F1B-8B70-0F31975E455B","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","21MAY2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11436468,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:21:50","230.4 g","EDTA","Draw",1,1333,"12:25:51","12:25:59","12:26:24",,"UTERUS",1457,1,"12:39:17","12:39:40",707.00000,,"12:31:05",2
"365BC162-A5B3-4327-92B4-D8AF6AAC47E2","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","20MAY2019",90,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11446935,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:49:33","217.2 g","EDTA","Draw",1,1333,"12:52:05","12:52:09","12:52:43",,"UTERUS",1333,1,"13:05:33","13:06:05",514.00000,,"12:57:19",2
"DD4030E7-33BE-410D-81E6-492E4AB497A7","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","20MAY2019",90,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11454601,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:08:28","238.3 g","EDTA","Draw",1,1333,"13:10:38","13:10:57","13:11:12",,"UTERUS",1457,1,"13:24:51","13:25:25",816.00000,,"13:16:22",2
"835D0EBA-CFAE-4D0F-9865-637882DF7505","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","21MAY2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11464089,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:42:31","231 g","EDTA","Draw",1,1333,"12:45:08","12:45:21","12:45:37",,"UTERUS",1457,1,"12:57:33","12:58:26",522.00000,,"12:49:59",2
"7CBAA1C4-FEBD-4A62-BE44-BCAB8075E777","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","21MAY2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11473150,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:00:45","233 g","EDTA","Draw",1,1333,"13:03:28","13:03:39","13:03:56",,"UTERUS",1457,1,"13:16:44","13:17:05",567.00000,,"13:08:08",2
"99978A58-16C9-4880-866C-F93DCF6A77FB","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11484357,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:36:47","233.5 g","EDTA","Draw",1,1333,"11:40:18","11:40:29","11:40:45",,"UTERUS",1457,1,"11:53:02","11:53:26",525.00000,,"11:45:09",2
"F5167BF4-0439-45D9-854A-914E40047EF2","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11514361,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:56:06","254 g","EDTA","Draw",2,1333,"11:59:26","12:00:05","12:00:20",,"UTERUS",1457,1,"12:13:42","12:14:12",562.00000,,"12:05:22",2
"2E8389E2-A197-4D63-971D-64C6F1526BFF","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11515929,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:17:35","228.4 g","EDTA","Draw",1,1333,"12:20:10","12:20:42","12:20:58",,"UTERUS",1457,1,"12:32:34","12:33:16",505.00000,,"12:25:05",2
"E8D2F6B6-0635-430E-A79A-BA3ACF61F019","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11535601,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:36:03","229 g","EDTA","Draw",1,1333,"12:38:46","12:38:58","12:39:15",,"UTERUS",1457,1,"12:51:26","12:51:58",634.00000,,"12:43:45",2
"4268C2C9-D4D2-4144-AD53-0F700D014FBD","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11549076,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"11:41:45","224g","EDTA","Draw",1,1333,"11:44:12","11:44:32","11:44:50",,"UTERUS",1457,1,"11:57:35","11:58:00",480.00000,,"11:49:22",2
"CBB943BF-7D3E-459F-B359-9450A7567CA9","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11558733,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:04:45",22,"EDTA","Draw",1,1333,"12:07:19","12:07:36","12:07:56",,"UTERUS",1457,1,"12:20:23","12:20:46",398.00000,,"12:12:52",2
"CF1DF91A-EFA9-4598-A283-A9466CCFA61C","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11569859,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:54:43",233.7,"EDTA","Draw",1,1333,"12:57:50","12:58:02","12:58:17",,"UTERUS",1457,1,"13:11:43","13:12:25",439.00000,,"13:03:04",2
"D786FFD3-32E6-4791-AA27-14E1F851B751","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","22MAY2019",92,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11577282,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:16:30","232.3 g","EDTA","Draw",1,1333,"13:17:13","13:17:33","13:17:58",,"UTERUS",1457,1,"13:29:51","13:30:15",680.00000,,"13:22:15",2
"A897FE81-79E9-43DB-876A-30795D5DE661","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11583096,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:23:39","232 g","EDTA","Draw",1,1333,"12:26:54","12:27:19","12:27:38",,"UTERUS",1457,1,"12:39:45","12:40:16",489.00000,,"12:31:57",2
"8A6EEE6B-1A60-4E55-BC52-C2023BF3DA9B","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11596155,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:42:50","255.7 g","EDTA","Draw",2,1333,"12:45:34","12:46:39","12:47:00",,"UTERUS",1457,1,"13:00:07","13:00:36",553.00000,,"12:51:13",2
"8A55CB7D-A94E-4B22-B73B-4886EEA064CF","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11614668,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:03:22","237.6 g","EDTA","Draw",2,1333,"13:06:44","13:08:00","13:08:17",,"UTERUS",1457,1,"13:20:32","13:21:11",123.00000,,"13:12:19",2
"19E2981D-1D30-489A-9C1D-C948AEC1D70C","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","23MAY2019",93,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11616601,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:24:49","251 g","EDTA","Draw",2,1333,"13:27:31","13:28:16","13:28:29",,"UTERUS",1457,1,"13:40:59","13:41:32",493.00000,,"13:32:51",2
"3D4D2684-C2F9-40D0-B722-2D5183E2FA1B","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24MAY2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11621443,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:24:29","237 g","EDTA","Draw",2,1333,"12:28:00","12:28:59","12:29:12",,"UTERUS",1457,1,"12:41:46","12:42:29",487.00000,,"12:33:47",2
"63D4EF7A-B286-4DD0-8BEA-55E34C20189B","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","24MAY2019",94,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11623578,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:44:50","228.5 g","EDTA","Draw",2,1333,"12:47:13","12:48:24","12:48:40",,"UTERUS",1457,1,"13:03:27","13:04:05",616.00000,,"12:53:41",2
"542992CF-C055-438E-A9F8-1862C42A777B","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","18JUL2019",128,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11624388,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"13:11:00",,"EDTA","Draw",1,1333,"13:14:23","13:14:35","13:14:50",,"UTERUS",,3,,,,,"13:20:00",2
"9F271BF3-136D-441E-8DE9-ABABEDBC4657","5CF42052-ABA3-4659-B53A-7DB6C77EFFBC","11JUN2019",91,1332,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,11634502,"Post-Training","FDFF5131-3541-4F04-A327-1404B00E0F56","Animal Specimen Collection","51422BB5-1939-4A7F-A461-3C4339A3007F",2,1332,"12:01:55",,"EDTA","Draw",1,1333,"12:05:25","12:05:36","12:05:51",,"UTERUS",,3,,,,,"12:11:15",2
